DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Size
2key,20,1731,21,Middle,Left,CMD_Shift,1
2key,20,1732,22,Middle,Left,CMD_Alt_Shift,1
2key,20,1733,23,Left,Right,Alt,1
2key,20,1734,24,Left,Right,CMD_Shift,1
2key,20,1735,25,Left,Middle,CMD,1
2key,20,1736,26,Left,Middle,Alt,2
2key,20,1737,27,Middle,Left,None,1
2key,20,1738,28,Middle,Right,None,2
2key,20,1739,29,Middle,Middle,None,2
2key,20,1740,30,Middle,Middle,Alt,1
2key,20,1741,31,Right,Right,CMD_Shift,1
2key,20,1742,32,Middle,Right,CMD_Alt_Shift,2
2key,20,1743,33,Left,Middle,CMD_Alt_Shift,2
2key,20,1744,34,Right,Middle,CMD_Alt_Shift,1
2key,20,1745,35,Middle,Middle,None,1
2key,20,1746,36,Right,Middle,None,2
2key,20,1747,37,Right,Right,None,2
2key,20,1748,38,Right,Right,CMD_Shift,2
2key,20,1749,39,Right,Right,CMD_Alt_Shift,1
2key,20,1750,40,Middle,Left,Alt,1
2key,20,1751,41,Left,Middle,None,2
2key,20,1752,42,Middle,Middle,CMD_Alt_Shift,2
2key,20,1753,43,Middle,Middle,CMD_Alt_Shift,1
2key,20,1754,44,Middle,Left,Alt,2
2key,20,1755,45,Left,Right,CMD_Alt_Shift,1
2key,20,1756,46,Middle,Left,CMD_Shift,2
2key,20,1757,47,Left,Left,CMD_Alt_Shift,1
2key,20,1758,48,Middle,Left,None,2
2key,20,1759,49,Left,Right,CMD_Alt_Shift,2
2key,20,1760,50,Left,Right,CMD,2
2key,20,1761,51,Right,Left,CMD,1
2key,20,1762,52,Right,Left,CMD_Alt_Shift,2
2key,20,1763,53,Middle,Right,CMD,1
2key,20,1764,54,Right,Middle,CMD_Alt_Shift,2
2key,20,1765,55,Right,Right,Alt,1
2key,20,1766,56,Right,Left,CMD_Alt_Shift,1
2key,20,1767,57,Left,Left,CMD_Alt_Shift,2
2key,20,1768,58,Middle,Right,Alt,2
2key,20,1769,59,Right,Left,Alt,1
2key,20,1770,60,Right,Left,None,2
2key,20,1771,61,Middle,Middle,Alt,2
2key,20,1772,62,Left,Left,CMD,2
2key,20,1773,63,Left,Middle,Alt,1
2key,20,1774,64,Right,Left,CMD,2
2key,20,1775,65,Middle,Middle,CMD,1
2key,20,1776,66,Right,Right,None,1
2key,20,1777,67,Middle,Middle,CMD,2
2key,20,1778,68,Middle,Middle,CMD_Shift,2
2key,20,1779,69,Right,Left,CMD_Shift,1
2key,20,1780,70,Right,Right,CMD_Alt_Shift,2
2key,20,1781,71,Middle,Right,CMD,2
2key,20,1782,72,Left,Left,CMD,1
2key,20,1783,73,Right,Middle,CMD,2
2key,20,1784,74,Middle,Left,CMD,2
2key,20,1785,75,Left,Middle,None,1
2key,20,1786,76,Middle,Right,CMD_Alt_Shift,1
2key,20,1787,77,Left,Right,CMD,1
2key,20,1788,78,Left,Right,None,2
2key,20,1789,79,Middle,Right,None,1
2key,20,1790,80,Left,Right,Alt,2
2key,20,1791,81,Left,Middle,CMD_Shift,2
2key,20,1792,82,Middle,Left,CMD,1
2key,20,1793,83,Left,Left,None,2
2key,20,1794,84,Right,Middle,CMD,1
2key,20,1795,85,Left,Right,None,1
2key,20,1796,86,Middle,Middle,CMD_Shift,1
2key,20,1797,87,Right,Left,None,1
2key,20,1798,88,Left,Left,None,1
2key,20,1799,89,Right,Right,Alt,2
2key,20,1800,90,Middle,Right,Alt,1
