DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
GestureMultiRepeat,1,95,3,31,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,223,245,-1,-1,-1,0.862,1.13,1,-1,-1,-1,-1,-1,-1,329,QWERTY,touchpad
GestureMultiRepeat,1,96,3,32,3,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,133,180,180,165,0.796,1.05,1,0.414,0.648,1,-1,-1,-1,1267,QWERTY,touchpad
GestureMultiRepeat,1,97,4,1,4,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,189,-1,-1,-1,0.707,1.042,1,-1,-1,-1,-1,-1,-1,851,QWERTY,touchpad
GestureMultiRepeat,1,98,4,2,1,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,51,261,-1,-1,-1,0.714,0.965,1,-1,-1,-1,-1,-1,-1,1265,QWERTY,touchpad
GestureMultiRepeat,1,99,4,3,3,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,208,-1,-1,-1,0.732,1.031,1,-1,-1,-1,-1,-1,-1,357,QWERTY,touchpad
GestureMultiRepeat,1,100,4,4,3,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,46,246,-1,-1,-1,0.732,1.031,1,-1,-1,-1,-1,-1,-1,1150,QWERTY,touchpad
GestureMultiRepeat,1,101,4,5,3,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,52,333,315,328,119,0.714,0.933,1,0.646,0.914,1,-1,-1,-1,1259,QWERTY,touchpad
GestureMultiRepeat,1,102,4,6,1,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,219,173,-1,-1,-1,1.033,1.303,1,-1,-1,-1,-1,-1,-1,591,QWERTY,touchpad
GestureMultiRepeat,1,103,4,7,3,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,221,333,135,142,272,0.763,0.98,1,0.717,0.983,1,-1,-1,-1,1262,QWERTY,touchpad
GestureMultiRepeat,1,104,4,8,2,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,229,125,135,138,108,0.866,1.134,1,0.482,0.765,1,-1,-1,-1,1092,QWERTY,touchpad
GestureMultiRepeat,1,105,4,9,4,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,237,261,135,146,158,0.762,0.981,1,0.416,0.684,1,-1,-1,-1,340,QWERTY,touchpad
GestureMultiRepeat,1,106,4,10,2,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,88,-1,-1,-1,0.994,1.279,1,-1,-1,-1,-1,-1,-1,1162,QWERTY,touchpad
GestureMultiRepeat,1,107,4,11,2,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,32,177,-1,-1,-1,0.73,1.015,1,-1,-1,-1,-1,-1,-1,459,QWERTY,touchpad
GestureMultiRepeat,1,108,4,12,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,196,-1,-1,-1,0.983,1.266,1,-1,-1,-1,-1,-1,-1,695,QWERTY,touchpad
GestureMultiRepeat,1,109,4,13,1,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,109,180,180,95,0.931,1.199,1,0.982,1.251,1,-1,-1,-1,1197,QWERTY,touchpad
GestureMultiRepeat,1,110,4,14,4,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,39,330,315,317,152,0.865,1.116,1,0.45,0.717,1,-1,-1,-1,1201,QWERTY,touchpad
GestureMultiRepeat,1,111,4,15,1,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,162,360,360,130,1.215,1.499,1,0.516,0.801,1,-1,-1,-1,1255,QWERTY,touchpad
GestureMultiRepeat,1,112,4,16,2,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,206,-1,-1,-1,0.981,1.282,1,-1,-1,-1,-1,-1,-1,1211,QWERTY,touchpad
GestureMultiRepeat,1,113,4,17,1,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,126,-1,-1,-1,1.015,1.333,1,-1,-1,-1,-1,-1,-1,1308,QWERTY,touchpad
GestureMultiRepeat,1,114,4,18,4,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,202,-1,-1,-1,0.879,1.148,1,-1,-1,-1,-1,-1,-1,579,QWERTY,touchpad
GestureMultiRepeat,1,115,4,19,4,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,252,180,179,248,0.714,0.98,1,0.483,0.767,1,-1,-1,-1,1159,QWERTY,touchpad
GestureMultiRepeat,1,116,4,20,2,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,159,360,365,260,1.121,1.373,1,0.448,0.7,1,-1,-1,-1,669,QWERTY,touchpad
GestureMultiRepeat,1,117,4,21,1,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,30,136,315,310,114,1.415,1.665,1,1.47,1.749,1,-1,-1,-1,443,QWERTY,touchpad
GestureMultiRepeat,1,118,4,22,2,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,47,207,315,315,131,0.995,1.296,1,0.434,0.734,1,-1,-1,-1,1314,QWERTY,touchpad
GestureMultiRepeat,1,119,4,23,3,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,247,360,369,151,1.066,1.333,1,0.531,0.816,1,-1,-1,-1,373,QWERTY,touchpad
GestureMultiRepeat,1,120,4,24,4,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,215,360,363,185,0.831,1.113,1,0.415,0.717,1,-1,-1,-1,1238,QWERTY,touchpad
GestureMultiRepeat,1,121,4,25,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,220,251,-1,-1,-1,1.134,1.399,1,-1,-1,-1,-1,-1,-1,384,QWERTY,touchpad
GestureMultiRepeat,1,122,4,26,4,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,220,263,-1,-1,-1,0.861,1.128,1,-1,-1,-1,-1,-1,-1,1000,QWERTY,touchpad
GestureMultiRepeat,1,123,4,27,2,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,116,180,180,98,0.873,1.141,1,0.481,0.765,1,-1,-1,-1,597,QWERTY,touchpad
GestureMultiRepeat,1,124,4,28,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,138,-1,-1,-1,1.064,1.364,1,-1,-1,-1,-1,-1,-1,958,QWERTY,touchpad
GestureMultiRepeat,1,125,4,29,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,37,267,-1,-1,-1,1.015,1.317,1,-1,-1,-1,-1,-1,-1,1193,QWERTY,touchpad
GestureMultiRepeat,1,126,4,30,1,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,231,110,135,141,69,1.34,1.573,1,0.516,0.782,1,-1,-1,-1,239,QWERTY,touchpad
GestureMultiRepeat,1,127,4,31,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,227,225,-1,-1,-1,1.616,1.848,1,-1,-1,-1,-1,-1,-1,1038,QWERTY,touchpad
GestureMultiRepeat,1,128,4,32,3,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,147,180,180,244,1.181,1.482,1,0.515,0.8,1,-1,-1,-1,544,QWERTY,touchpad
